问题,SQL语句
青海海北在大型会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""宏站/室分"" = '宏站';"
青海海北在大型会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在工厂场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%工厂%' AND ""宏站/室分"" = '宏站';"
青海海北在工厂场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%工厂%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在大型商业购物区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""宏站/室分"" = '宏站';"
青海海北在大型商业购物区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在国际机场高速场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""宏站/室分"" = '宏站';"
青海海北在国际机场高速场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在学校校园场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%学校校园%' AND ""宏站/室分"" = '宏站';"
青海海北在学校校园场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%学校校园%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在5A级景区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""宏站/室分"" = '宏站';"
青海海北在5A级景区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在省内高铁场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""宏站/室分"" = '宏站';"
青海海北在省内高铁场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在家电电子卖场场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""宏站/室分"" = '宏站';"
青海海北在家电电子卖场场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在休闲娱乐场所场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""宏站/室分"" = '宏站';"
青海海北在休闲娱乐场所场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在行政村场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%行政村%' AND ""宏站/室分"" = '宏站';"
青海海北在行政村场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%行政村%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%会展中心%' AND ""宏站/室分"" = '宏站';"
青海海北在会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在厂园区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%厂园区%' AND ""宏站/室分"" = '宏站';"
青海海北在厂园区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%厂园区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北使用中频的5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND (""频段（NR3500/NR2100/NR900)"" LIKE '%NR3500%' OR ""频段（NR3500/NR2100/NR900)"" LIKE '%NR2100%');"
青海海北在农村区域的小区总数是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""市县乡村"" = '农村';"
青海海北各场景下的小区数量分布情况如何？,"SELECT ""78类场景类型"", COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' GROUP BY ""78类场景类型"";"
青海海北的低频5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""频段（NR3500/NR2100/NR900)"" = 'NR900';"
统计青海海北分布在市区、县城、乡镇、农村的5G小区规模是多少？,"SELECT ""市县乡村"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' GROUP BY ""市县乡村"" ;"
统计青海海北的各厂商的5G小区规模是多少？,"SELECT ""归属厂商"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' GROUP BY ""归属厂商"" ;"
新疆阿克苏在普通县城场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%普通县城%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在普通县城场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%普通县城%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在县级市及以上长途汽车站及公交枢场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在县级市及以上长途汽车站及公交枢场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在别墅区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%别墅区%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在别墅区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%别墅区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在大型会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在大型会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在工厂场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%工厂%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在工厂场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%工厂%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在大型商业购物区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在大型商业购物区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在国际机场高速场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在国际机场高速场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在学校校园场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%学校校园%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在学校校园场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%学校校园%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在5A级景区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在5A级景区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在省内高铁场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在省内高铁场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在家电电子卖场场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在家电电子卖场场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在休闲娱乐场所场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在休闲娱乐场所场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在行政村场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%行政村%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在行政村场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%行政村%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%会展中心%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏在厂园区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%厂园区%' AND ""宏站/室分"" = '宏站';"
新疆阿克苏在厂园区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""78类场景类型"" LIKE '%厂园区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆阿克苏使用中频的5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND (""频段（NR3500/NR2100/NR900)"" LIKE '%NR3500%' OR ""频段（NR3500/NR2100/NR900)"" LIKE '%NR2100%');"
新疆阿克苏在农村区域的小区总数是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""市县乡村"" = '农村';"
新疆阿克苏各场景下的小区数量分布情况如何？,"SELECT ""78类场景类型"", COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' GROUP BY ""78类场景类型"";"
新疆阿克苏的低频5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' AND ""频段（NR3500/NR2100/NR900)"" = 'NR900';"
统计新疆阿克苏分布在市区、县城、乡镇、农村的5G小区规模是多少？,"SELECT ""市县乡村"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' GROUP BY ""市县乡村"" ;"
统计新疆阿克苏的各厂商的5G小区规模是多少？,"SELECT ""归属厂商"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '阿克苏' GROUP BY ""归属厂商"" ;"
新疆昌吉在普通县城场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '昌吉' AND ""78类场景类型"" LIKE '%普通县城%' AND ""宏站/室分"" = '宏站';"
新疆昌吉在普通县城场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '昌吉' AND ""78类场景类型"" LIKE '%普通县城%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
新疆昌吉在县级市及以上长途汽车站及公交枢场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '新疆' AND 城市 = '昌吉' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""宏站/室分"" = '宏站';"
